Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
55.82350602446693,56.28854532728585,55.40592244547539,56.279052734375,20187300,0.0,0.0,KO
56.687143549401185,57.45588060740989,56.55427622044335,57.2186164855957,26141600,0.0,0.0,KO
57.02880924579477,58.08226261423728,56.990846114234216,57.69314956665039,22507300,0.0,0.0,KO
57.38945007324219,58.00633465138917,57.360975915224394,57.38945007324219,17902300,0.0,0.0,KO
57.20912463151747,57.62671180833121,57.000334663473836,57.2565803527832,12307900,0.0,0.0,KO
57.465375797845034,57.72162151157715,57.11422587326262,57.35149002075195,20954300,0.0,0.0,KO
57.35148657454625,57.40843126985281,56.79154307530343,57.37046813964844,19369600,0.0,0.0,KO
57.44639043344748,57.5982393329864,57.123711069381876,57.45588302612305,15753800,0.0,0.0,KO
57.455885443291685,57.930413726859605,57.313525510075905,57.79754638671875,14318000,0.0,0.0,KO
57.835504701135704,58.31952556776268,57.28505378617643,58.26258087158203,19729600,0.0,0.0,KO
57.949395292645946,58.07277003971189,57.37047020743491,57.79754638671875,21976700,0.0,0.0,KO
57.569769059747294,58.06327889060323,57.47486485473642,57.89244842529297,18654700,0.0,0.0,KO
57.892446007748205,58.31002956086678,57.62671134852394,57.655181884765625,23002400,0.0,0.0,KO
57.96837476909563,58.17716474449299,57.323016037074645,57.37046813964844,26643200,0.0,0.0,KO
56.8484925750297,57.27556515465026,55.58624554178343,56.905433654785156,30185100,0.0,0.0,KO
56.33599499406175,56.990842682412485,55.70012524998501,56.772560119628906,19027100,0.0,0.0,KO
56.74408953320675,57.27555886113192,56.19363502029765,56.56376647949219,19190200,0.0,0.0,KO
56.8295077020522,57.82601636379727,56.46886519634019,56.61122512817383,18893800,0.0,0.0,KO
56.364467865815705,57.78805268931479,55.93739169469329,57.7406005859375,19101500,0.0,0.0,KO
57.22811010035775,58.02531775914446,57.08575378793795,57.901939392089844,22045300,0.0,0.0,KO
57.80703329822494,58.02531586643934,57.09524089825319,57.4748649597168,20841700,0.0,0.0,KO
57.53180902335402,58.148697250187766,57.474867945430844,58.06328201293945,20225600,0.0,0.0,KO
57.83550096864621,58.63270856190938,57.50333264660455,58.471370697021484,19440500,0.0,0.0,KO
58.35748697527251,58.53780641064133,57.48435309476965,57.85448455810547,17403700,0.0,0.0,KO
58.25308975929175,58.57576911840248,57.7595799382775,58.46187973022461,17846400,0.0,0.0,KO
58.68016907992968,59.154697361849095,58.59475384436964,58.84150695800781,18771700,0.0,0.0,KO
59.002839694811975,59.14519961512851,57.79754114968146,57.9304084777832,23595600,0.0,0.0,KO
57.28505557634059,59.12622403269063,57.13320666881031,58.25309371948242,23561500,0.0,0.0,KO
58.623219652292086,58.82252064572884,57.08574915663787,57.2186164855957,22781400,0.0,0.0,KO
57.095242897543564,57.69314954815833,56.26007210529665,57.58875274658203,23641300,0.0,0.0,KO
57.85448945943661,58.63271558170426,57.54130266406724,57.807037353515625,13408700,0.0,0.0,KO
57.759583255146076,58.27207467028667,57.47486700907802,57.79754638671875,15484700,0.0,0.0,KO
57.46537246011574,59.10723983093466,57.332505124497146,58.95539093017578,21468700,0.0,0.0,KO
58.955386862441564,59.619727115060556,58.83201212808726,59.3539924621582,21975000,0.0,0.0,KO
59.24959869534528,59.44889969519428,58.57576943660059,59.10723876953125,21731400,0.0,0.0,KO
59.069276923735664,59.154692151772714,58.21512464336517,58.452388763427734,19248500,0.0,0.0,KO
56.91492234129565,57.53180692526914,56.203129930305415,57.42741012573242,27207400,0.0,0.0,KO
57.83550687444555,59.69566052891564,57.81652530833872,59.6482048034668,21487800,0.0,0.0,KO
58.509339010415395,59.16418674062819,58.281563840570705,59.06928253173828,25879100,0.0,0.0,KO
58.97437192921582,59.553296989165446,58.37646530430813,58.81303405761719,15871100,0.0,0.0,KO
59.05979122919332,59.67667946154836,58.63271503912934,59.249603271484375,17319100,0.0,0.0,KO
59.42042683732045,59.809539849602324,59.11672905311816,59.287559509277344,21262800,0.0,0.0,KO
58.32901580738171,59.40145074305199,58.082262692632085,59.382469177246094,17163000,0.0,0.0,KO
58.850999298509976,58.90794399892989,57.62671901257311,57.968379974365234,29151400,0.0,0.0,KO
58.319526228666554,58.40494146372379,55.60522389280729,55.67165756225586,30242100,0.0,0.0,KO
56.77256436062671,56.79154592668192,55.67165887196922,55.95637512207031,23022700,0.0,0.0,KO
55.50082513641813,55.67165560051291,54.57075017654838,54.931392669677734,20887300,0.0,0.0,KO
55.007312035090756,55.851971712639774,54.912407836403744,54.9693489074707,19855600,0.0,0.0,KO
55.43795221362419,56.461215810332085,55.43795221362419,55.983055114746094,17799400,0.44,0.0,KO
56.49946602348009,57.27408396732744,56.40383170147177,57.01587677001953,18607200,0.0,0.0,KO
57.168891817203615,57.321903094457774,56.049997536296985,56.86286926269531,17347300,0.0,0.0,KO
56.8628713966023,57.51317026135553,56.642917905299996,57.465354919433594,15586200,0.0,0.0,KO
57.666179559964,57.666179559964,57.101949789317025,57.47491455078125,30197800,0.0,0.0,KO
57.85744105858412,58.43123240324035,57.6183607236313,57.9339485168457,17440100,0.0,0.0,KO
58.26866331886492,58.28779018467515,57.43666472054127,58.14434051513672,17559500,0.0,0.0,KO
58.09652514877003,58.31647863337478,57.379284097550645,57.76181411743164,15529200,0.0,0.0,KO
57.99132551280961,58.35472864371478,57.81918737964802,58.31647491455078,13151300,0.0,0.0,KO
58.45036138532554,58.91896046396295,58.383419180959706,58.84245300292969,12259800,0.0,0.0,KO
